Distributor Name,Medicine Name,State,District,City,Address,Contact Number,Verified,Additional Notes,Created Time,Updated Time
RAJMANE MEDICAL STORES,Remdesivir,Maharashtra,,,"2/781,, DHOKI ROADKALAMBDISTRICT OSMANABAD(RS),KALAMB,413507",,,,,
RUSHABH MEDICAL AGENCY,Remdesivir,Gujarat,,,"RADHEY COMPLEX,NR. CHHATRI CHOWK,STATION ROAD,BOTAD,BOTAD,364710",,,,,
RELIEF PHARMA DISTRIBUTORS,Remdesivir,Gujarat,,,"14, VASANT PHARMA COMPLEXPANCHRATNAAMIR
ROAD,PALANPURPALANPUR,PALANPUR,385001",,,,,
ROYAL DISTRIBUTORS,Remdesivir,Gujarat,,,"301 TO 305 3RD FLOORSURAT DAWA BAZAARB/H KIRAN HOSPITAL, VASAT
DEVDI RDKATARGAMSURAT,SURAT,395004",,,,,
RUCHI MEDICAL PVT. LTD,Remdesivir,Uttarakhand (Uttaranchal),,,"18 P.D TANDON MARGLAXMAN CHOWKDEHRADUN,DEHRADUN,248001",,,,,
M/S S.R. PHARMA (O) RANCHI,Remdesivir,Jharkhand,,,"SHARDHANAND ROADRANCHI,RANCHI,834001",,,,,
SHREE AGENCIES,Remdesivir,Maharashtra,,,"GR FLOOR & FIRST FLOOR, GAT NO-88/6PLOT NO-10 11 , MILKAT NO-
1034007142OLD MI NO- J0495, KHATRI PARKTALUKA",,,,,
SWETA DISTRIBUTORS PVT LTD.,Remdesivir,Maharashtra,,,"B' WING HAMIRMAL TOWER, 1 ST FLOOR'OPP RAM BHAWAN, STATION
ROAD,BHAYANDER (WEST),DIST THANELBT NO.0030060201011,BHAYANDER",,,,,
SHAM DISTRIBUTORS,Remdesivir,Maharashtra,,,"''SHAM SADAN' 15, VISANJI NAGAR ,JALGAONXX,JALGAON,425001",,,,,
SHREE PORWAL MEDICAL AGENCIES (RTM),Remdesivir,Madhya Pradesh,,,"99, COLLEGE ROADRATLAMRATLAMRATLAM (M.P.),RATLAM,457001",,,,,
SOBEG SINGH SAHNI & SONS(BETUL),Remdesivir,Madhya Pradesh,,,"OPP. DR. LASHKARECIVIL LINEBETULBETUL (M.P.),BETUL,460001",,,,,
SINGHAL MEDICALS(SAG),Remdesivir,Madhya Pradesh,,,"KATRA BAZARSAGARSAGARSAGAR (M.P.),SAGAR,470002",,,,,
SHEETAL PHARMA (CHQ),Remdesivir,Maharashtra,,,"SHOP NO 1 JANKI PLAZAGOLE COLONYNASIKNASIK,NASHIK,422002",,,,,
SATARA DISTRIBUTORS (CHQ),Remdesivir,Maharashtra,,,"BASAPPA PETHRADHIKA ROADSATARASATARA,SATARA,415002",,,,,
SHAH BROTHERS (CHQ),Remdesivir,Maharashtra,,,"SHOP NO.38/39SIDDHESHWAR SHOPPING CENTRESHOLAPUR 413
001(SG),SOLAPUR,413007",,,,,
SAHYADRI DISTRIBUTOR(CHQ),Remdesivir,Maharashtra,,,"SURVEY NO 220/4, PLOT NO 9NEAR JAIN STHANAK, SATANA
ROADMALEGAON423203,MALEGAON,423203",,,,,
S.R.MEDICALS,Remdesivir,Maharashtra,,,"SHOP NO 14, JOSHI SANKOOLGOLE COLONYNASIKX,NASHIK,422002",,,,,
SHREE CHAITANYA AGENCIES(CHQ),Remdesivir,Maharashtra,,,"SWASTISHREE, PLOT NO 30OPP NIPPANIKAR PLYWOODKUPWAD
RD,MIRAJ,MIRAJ,416410",,,,,
SANJAY PHARMA,Remdesivir,Maharashtra,,,"SHOP NO.39, 1ST & 2ND FLOOR,GULSHAN TOWERS,NEAR PANCHASHEEL
TALKIESAMRAVATI,AMRAVATI,444601",,,,,
SANJAY DISTRIBUTORS,Remdesivir,Maharashtra,,,"5 TH LANE ,DHULE (RM) (S PATIL)X,DHULE,424001",,,,,
SHREE SAI MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"BADA BAZAR,BHANDARA,BHANDARA,441904",,,,,
SURAJ AGENCIES,Remdesivir,Maharashtra,,,"1 ST FLOOR,ABOVE SHRI VYANKATESH MED. STORESNAGINA CHOWK
,PUSAD,PUSAD,445204",,,,,
"SARASWATI MEDICAL AND GEN STORES,",Remdesivir,Maharashtra,,,"ANAND NAGAR, PLOT NO 8SURVEY NO 220 4 COLLECTOR
ZONESANGAMESHWAR,MALEGAON ( MUNGSA ),MALEGAON,423203",,,,,
SOBTI BROTHERS,Remdesivir,Maharashtra,,,"SHOP NO. 54,55,56, 154,155,156SANDESH DAWA BAZAR, NEAR HAJ
HOUSE,GANJIPETH, NAGPUR,NAGPUR,440002",,,,,
SHREEJI SALES CORPORATION,Remdesivir,Maharashtra,,,"SHOP NO. 58, 158, 258, 259SANDESH DAWA BAZAR,
GANJIPETHNAGPUR,NAGPUR,440002",,,,,
SHREE MANOLAXMI AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO 9 AND 10MEDICINE COMPLEXEKORI WARD NO
1CHANDRAPUR,CHANDRAPUR,442402",,,,,
SANJIVAN MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"11,SHRI PAVANSUT,DAVA
BAZAR,RAMNAGR,CHANDRAPUR,CHANDRAPUR,442402",,,,,
SHRI SAINATH MEDICALS,Remdesivir,Maharashtra,,,"BHAMATIPURA NEAR -NIRMAL BAKERY,CHINTAMANI
BULDING,WARDHA,WARDHA,442001",,,,,
SHRI SWAMI SAMARTH AGENCIES,Remdesivir,Maharashtra,,,"GALA NO 3 , JANAKI PLAZAGOLE COLONYNASHIK,NASHIK,422002",,,,,
SANJIVANI AGENCY (AHMEDNAGAR),Remdesivir,Maharashtra,,,"C S NO 3780 , FARAK NO 3587GALA NO 2 , MANIK
CHOWKAHMEDNAGARAHMEDNAGAR,AHMEDNAGAR,414001",,,,,
SAURASHTRA SURGICAL MEDICAL AGENCY,Remdesivir,Gujarat,,,"MAITRI OPP.TALUKA SCHOOLNR.MOTI TANKI,P.O.BOX
123RAJKOT,RAJKOT,360001",,,,,
SHREE NAVDURGA MEDICAL AGENCY,Remdesivir,Gujarat,,,"BASEMENT,AKASH GANGA APPTNR. DR. BHACCA DISPENSARYWANKI BORDI,
SAIYEDPURA,SURAT,SURAT,395003",,,,,
SHREE SARSWATI MEDICAL AGENCIES,Remdesivir,Gujarat,,,"12/1781, 1782/A, Basementvakil street, shahporeopp. Motiwala masjidHana
park,SURAT,395003",,,,,
SHAH & KOTHARI BROTHERS,Remdesivir,Gujarat,,,"1 NEPTUNE TOWER,OPP.NEHRU BRIDGE,ASHRAM
ROADAHMEDABAD,AHMEDABAD,380009",,,,,
SHREE TIRUPATI ENTERPRISE,Remdesivir,Gujarat,,,"33, AKAR COMPLEX1ST FLOOR, S.T.ROAD,VERAVALF 45,VERAVAL,362265",,,,,
S P PHARMA AGENCY,Remdesivir,Gujarat,,,"1ST FLOORNR.SANTRAM CO.OPP.BANK,OPP.GHANTAKARNA COMLEX, GUBJ
BAZAR,NADIAD,NADIAD,387001",,,,,
VAIBHAV SALES,Remdesivir,Gujarat,,,"'PUSHPAK', UPALI BAZARBARDOLI,BARDOLI,394601",,,,,
SURAJ ENTERPRISE,Remdesivir,Gujarat,,,"DR.RADHAKRISHNA ROAD,NR. MOTI TANKI,RAJKOT,RAJKOT,360001",,,,,
SHREERAJ MEDICAL AGENCY,Remdesivir,Gujarat,,,"' SMURTI BUILDING 'SIYAPURA, RAOPURABARODA 390 001,BARODA,390001",,,,,
SUNNYCO,Remdesivir,Delhi,,,"E-99-98-81, (LGF),LAJPAT NAGAR 1,DELHI,110024",,,,,
SHANKAR MEDICOS,Remdesivir,Punjab,,,"1-SHANKAR PALACEDILKUSHA MARKETJALANDHAR,JALANDHAR,144001",,,,,
SWAMI MEDICAL HALL,Remdesivir,Punjab,,,"KATRA SHER SINGH,HALL BAZARAMRITSAR(PB),AMRITSAR,143006",,,,,
SHAKUN SALES PVT. LTD.(TRADE),Remdesivir,Uttar Pradesh,,,"29-30, GOLE MARKET,MAHANAGAR,LUCKNOWLUCKNOW,LUCKNOW,226020",,,,,
SHANTI HEALTH CARE AGENCY,Remdesivir,Uttar Pradesh,,,"B 30/48 KAC.B PLAZAMADHAV MARKETLANKA,VARANASI,VARANASI,221005",,,,,
SAIBABA DISTRIBUTORS,Remdesivir,Gujarat,,,"OPP.BOKA COMPLEX,GANJ
ROAD,DHANERADIST.BANASKANTHA,DHANERA,385310",,,,,
SADHANA MEDICO TRADERS,Remdesivir,Chhattisgarh,,,"6,MEDICAL COMPLEX,G.E.ROAD,RAIPUR (C.G),RAIPUR,492001",,,,,
SHYAM & SONS,Remdesivir,Chhattisgarh,,,"6,MEDICAL COMPLEXTELIPARABILASPURX,BILASPUR,495001",,,,,
SUDHA ENTERPRISES (RANCHI),Remdesivir,Jharkhand,,,"LINE TANK ROADNR, FIRYALALRANCHI - 834 001JHARKHAND,RANCHI,834001",,,,,
SIVAGAMI MEDICAL,Remdesivir,Tamil Nadu,,,"364 WEST MAIN STREETTANJORE 613009.,TANJORE,613009",,,,,
SANTHOSH MEDICALS,Remdesivir,Kerala,,,"KATTUKULANGARA TOWERS,AMC XVII 873NEAR BOYS HIGH
SCHOOLATTINGAL,ATTINGAL,695101",,,,,
SUPRABHAT PHARMACEUTICALS,Remdesivir,Karnataka,,,"CST NO-1028 W.NO.4,CELLAR & GROUP FLOORAKKAMAHADEVI
RdBANASHANKARI COMPLEX,,BIJAPUR,586101",,,,,
SAMBARI ENTERPRISES,Remdesivir,Goa,,,"""""""GAJANAN""""""OPP TO LITTLE PRIMARY SCHOOLMURIDA ROAD,
FATORDAGOA,FATORDA,403602",,,,,
SHREEJI DISTRIBUTORS PHARMA PVT,Remdesivir,Maharashtra,,,"C-31/32, 2ND FLOOR, ROYAL INDL ESTACO-OP SOCIETY LTD,5B,NAIGAON
CROSS ROAD,WADALA W CITY GREATER MUMBAI M",,,,,
TAPADIA DISTRIBUTORS (PUNE),Remdesivir,Maharashtra,,,"SHOP NO 9 999 SADASHIV PETHNEAR BRAMHAN MANGAL
KARYALAYPUNEPUNE,PUNE,411030",,,,,
TAPADIA DISTRIBUTORS,Remdesivir,Maharashtra,,,"SHOP NO 9 999 (HOSP)SADASHIV PETHNEAR BRAMHAN MANGAL
KARYALAYAPUNE,PUNE,411030",,,,,
TRIMURTI SALES,Remdesivir,Maharashtra,,,"HOUSE NO. 310, PLOT NO. 52SHEET NO. 3 18, WARD NO. 41JOSHI MARKET,
TOWER CHOWKAKOLA,AKOLA,444001",,,,,
TRUST PHARMA DISTRIBUTION,Remdesivir,Gujarat,,,"1 ST FLOOR,ASHA SHOPPING CENTER,SHRINAGAR,IDAR-383 430,IDAR,383430",,,,,
TALATI BROS,Remdesivir,Uttar Pradesh,,,"59/32, BIRHANA ROADKANPURKANPUR,KANPUR,208001",,,,,
TIRUPATI DISTRIBUTORS,Remdesivir,Maharashtra,,,"HOUSE NO. -378 (A) & 379 ( I) ,MITHABAI COMPLEX MUMBAI GOA ROADNEAR
RASOI HOTEL,PALASPE TAL PANVEL DIST RAIGAD,PALASPE,410221",,,,,
UNITED MEDICAL AGENCY,Remdesivir,Chhattisgarh,,,"34, MEDICAL COMPLEXG.E. ROADRAIPURRAIPUR,RAIPUR,492002",,,,,
UNIQUE CORPORATION,Remdesivir,Maharashtra,,,"OPP MEIDCINE MARKETGURJKUNJ LANE NO 4DHULE,DHULE,424001",,,,,
UMIYA PHARMA DIST.,Remdesivir,Gujarat,,,"223, NEELKANTH COMPLEX,OPP, CIRCUIT HOUSE, STATION
ROAD,DEHGAMDEHGAM,AHMEDABAD,382325",,,,,
VISHAL MEDICO AGENCIES (CE),Remdesivir,Uttarakhand (Uttaranchal),,,"KHANCHAND MARKET,HALDWANI 263 139,HALDWANI,262309",,,,,
VIJAY PHARMA,Remdesivir,Maharashtra,,,"A/101,1st Floor Devraj Premises Co_Goregaon-WestS.V.Road,Topiwala
Marg,,GOREGAON WEST,400062",,,,,
AUROBINDO DRUGS (VSP),Remdesivir,Andhra Pradesh,,,"DOOR NO. # 47-1-111/16th LaneDwarak
NagarVISAKHAPATNAM,Visakhapatnam,530016",,,,,
VENKATESH ENTERPRISES(CHQ),Remdesivir,Maharashtra,,,"H.NO :- 3-2-3753/1.Ground floor plus 2Shivnagar Colony Bidar Road.Taluka Udgir
District Latur.,UDGIR,413517",,,,,
VIVEK MEDICAL STORES(CHQ),Remdesivir,Maharashtra,,,"OPP STATE BANK OF INDIA, GHAMODIA CDR LANE,NANDED431
601,NANDED,431601",,,,,
D VIJAY PHARMA Pvt. LTD(CHQ),Remdesivir,Maharashtra,,,"Basement, Part :-B, Ground Floor,1st To 6th Floor, D. Vijay House,Sr. No 645/A/21/3 &
645/A/22,Plot No 194 AND 197 Opp NDCC BankNashik Tal :- Mahanagar",,,,,
D VIJAY PHARMA LTD (NASIK ROAD),Remdesivir,Maharashtra,,,"1ST FLOOR K B N MARKETSUBHASH RDNASIK RDNASIK,NASHIK,422101",,,,,
VASANTLAL & BROS,Remdesivir,Maharashtra,,,"SHOP NO.18,19,20,21SANDESH DAWA BAZAR,NEAR HAJ HOUSEGANJIPETH ,
NAGPURX,NAGPUR,440002",,,,,
VIKRAM MEDICAL AGENCIES (KLP),Remdesivir,Gujarat,,,"NAVLIWALA BUILDINGSTATION ROAD,ANANDBOOK TO V V NAGAR F
27,ANAND,388001",,,,,
VARDHMAN SPECIALITIES,Remdesivir,Andhra Pradesh,,,"30 11 19 2FLAT NO 101 102GROUND FLR SHREE SUBHADRA CASTLELAKSHMI
STREETDABA GARDENS,VISAKHAPATNAM,530020",,,,,
VIVA PHARMA,Remdesivir,Karnataka,,,"PHARMACEUTICALS DISTRIBUTORSCTS NO 4094 1A 21 TO 6 SECOND Flr.BILGI
PLAZA COLLEGE Rd.BELGAUM,BELGAUM,590002",,,,,
WELCOME DISTRIBUTORS,Remdesivir,Maharashtra,,,"HOUSE NO 1727 AMIN MANZIL1ST FLOOR, BAZAR PETHCHIPLUNDIST
RATNAGIRI,CHIPLUN,415605",,,,,
WATTAMWAR MED & GEN STORES (CHQ),Remdesivir,Maharashtra,,,"NARAYAN CHAWL CORNERPARBHANI431401,PARBHANI,431401",,,,,
ROYAL AGENCY,Remdesivir,Gujarat,,,"B-2, MUNICIPAL SHOPPING CENTRE,MAYFAIR ROAD, ANAND388
001,ANAND,388001",,,,,
YERA MEDICAL AGENCY,Remdesivir,Gujarat,,,"PLOT NO-294, BASEMENT B-1,""""""ABHINANDAN APPARTMENT""""""OPP, CHURCH,
SECTOR 23GANDHINAGAR,GANDHINAGAR,382023",,,,,
ZEE PHARMA(UJN),Remdesivir,Madhya Pradesh,,,"SHOP NO. 5-9, DAWA BAZAR,87, UNIVERSITY ROAD,UJJAINUJJAIN
(M.P.),UJJAIN,456010",,,,,
OM SHAKTHI MEDI CENTRE,Remdesivir,Tamil Nadu,,,"OM SHAKTHI TOWERS,104&107ANNASALAI(NEAR LIC BUILDING)CHENNAI
600002.,CHENNAI,600002",,,,,
PALAK MEDICAL AGENCY,Remdesivir,Gujarat,,,"1, SHREE SAI COMPLEX,NEAR MADHWANI CLASSES,B/H. SANSTHA
VASAHAT,RAOPURA, BARODA,BARODA,390001",,,,,
PALEPU PHARMA PVT LTD(TAMBARAM),Remdesivir,Tamil Nadu,,,"29A, 1ST FLOOR & 2ND FLOOR,AYYASWAMY STREETWEST
TAMBARAM,CHENNAI,CHENNAI,600045",,,,,
R.K.PHARMA DISTRIBUTORS,Remdesivir,Tamil Nadu,,,"NEW NO 825 (439/6)2ND FLOOR, PORTION 1E.V.R SALARPOONAMALLE HIGH
ROADARUMBAKKAM,AMINIJIKARAI,600106",,,,,
HUMA PHARMA& SURGICALS(CHQ),Remdesivir,Maharashtra,,,"104 , SOUTH SADAR BAZARSOLAPURSOLAPUR,SOLAPUR,413003",,,,,
VIPUL PHARMA,Remdesivir,Maharashtra,,,"HOUSE NO 112, WARD NO 28,SUVIDHA DIAGNOSTIC CENTER,DR,HEDGEWAR
MARG, BUS STAND RD .PARBHANI (M.S 431401 ),PARBHANI,431401",,,,,
WARAD DISTRIBUTORS,Remdesivir,Maharashtra,,,"SHOP NO 2, FIRST FLOOR,KHANDOBA GALLI , LATURWARAD HOSPITAL
BUILDINGHOUSE NO.R 4 102 1 A,LATUR,413512",,,,,
MITTAL MEDICOS,Remdesivir,Punjab,,,"WHOLESALE CHEMISTS & DRUGGISTSOPP. CIVIL
HOSPITALMOGA,MOGA,142001",,,,,
MAHESH AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO. 4, WING NO. 35,MEDI TRADE CENTRETELANGPURA,WARDHA,442401",,,,,
APEX ENTERPRISES,Remdesivir,Jharkhand,,,"SHOP NO- 6 GROUND FLOORM R TOWER KUTCHERY RDPO PS KOTWALI
RANCHIRANCHI,RANCHI,834001",,,,,
GAUDEV & CO,Remdesivir,Telangana,,,"2nd floor, punjaguttaD NO 6 3 668 9 6 OPP MODEL HOUSEMAIN ROAD,UDAY
MEDICALSMCH CIRCLE 5 MANDAL,HYDERABAD,500082",,,,,
SUGANCHAND MEDICAL STORE Agncy Dep,Remdesivir,Maharashtra,,,"SANDESH DAWA BAZAR, NEAR HAJ HOUSEBLOCK NO. 46,47 & 147,GROUND &
1ST FLOOR,NAGPUR,440002",,,,,
JAI MEDICAL AGENCIES,Remdesivir,Chhattisgarh,,,"G.E.ROADSHOP NO.15 OLD MEDICAL COMPLEX,RAIPUR,492001",,,,,
SRI SELVAGANESH MEDICALS AGENCIES,Remdesivir,Tamil Nadu,,,"KALIMUTHU PILLAI LANE,DOOR NO.75, GROUND FLOOR,1ST Flr.. 2ND
Flr..,DINDIGUL,624001",,,,,
PUNJAB SURGICAL & MEDICINE CENTRE,Remdesivir,Punjab,,,"PATIALA12 to 13 and 16 to17G T B MARKET T B HOSPITAL Rd,PATIALA,147001",,,,,
ROHIT ENTERPRISES,Remdesivir,Maharashtra,,,"Opp Bharat Natya Mandir,Ground floor, 1312, Shop-1,Antarang Apartments,Sadashiv
Peth,,Pune,411030",,,,,
SUKHKARTA DISTRIBUTORS,Remdesivir,Maharashtra,,,"Near S T Bus Stand,2233 28 Shivseva Mandal Complex,Shirur
(Ghodnadi),,Shirur,412210",,,,,
M M PHARMA,Remdesivir,Maharashtra,,,"shop no 3 & 4Shop no. 3 B, PRESTIGE CLASSIC,MUMBAI PUNE
ROAD,CHINCHWAD STATION,Pune,411019",,,,,
MS GANDHI MEDICO,Remdesivir,Maharashtra,,,"DHANARAJ COMPLEX,HOUSE NO. 312,313,314, WARD
NO.3MANCHAR,,Manchar,410503",,,,,
RAJ MEDICOS,Remdesivir,Maharashtra,,,"SHRI AGRASEN CHOWKKHAMGAONKHAMGAON,KHAMGAON,444303",,,,,
SREE SAI ENTERPRISES,Remdesivir,Tamil Nadu,,,"Plot No: 29, 1st IInd & 3rf Floor, Amman Koil StreetVenuvampet,Chennai,600091",,,,,
RAJA ENTERPRISES,Remdesivir,Maharashtra,,,"3138 JAMNALAL BAJAJ ROAD,DHULE,424001",,,,,
BIOREX PHARMA DISTRIBUTORS,Remdesivir,Kerala,,,"9/556 A4,First FloorFalcon Tower,opp old Cini Theater,Maradu
P.O,Kundannoor,Ernakulam,,ERNAKULAM,682304",,,,,
ANIL AGENCIES,Remdesivir,Maharashtra,,,"FLAT NO. 3,DATTA CHOWKASHWAMEGH COMPLEX,YAVATMAL,445001",,,,,
Disha Pharma,Remdesivir,Madhya Pradesh,,,"G-8, F-35, Vardhman City PlazaDawa Bazar, Hamidiya Road,,BHOPAL,462001",,,,,
ALFA AGENCIES,Remdesivir,Kerala,,,"18/11543-A7,Gr Floor,Opp Raqmnath HospMeyon BuildingJail Road,Calicut,673004",,,,,
K. R. HOSPITAL CARE,Remdesivir,Gujarat,,,"A-102, SIMANDHAR ESTATE,INCOME TAX, ASHRAM ROAD,OPP. SAKAR-
III,,AHMEDABAD,380014",,,,,
SUNNY PHARMA,Remdesivir,Maharashtra,,,"G-1, PLOT NO 14 CTS 529/A17OPP MAULI BLOOD BANKBEHIND PENDHARKAR
HOSPITAL,SATARA,415004",,,,,
M/S SAINATH AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO F1,F2,F3, FIRST FLOOR,NEAR GILMANDI ROADNEAR AUSHADHI
BHUVAN,,AURNGABAD,431001",,,,,
MS VENKATESH MEDICALS (BEED),Remdesivir,Maharashtra,,,"HOUSE NO 2-11-296, UNDER GROUND & UD. P. ROADBEHIND VAIDNATH BANK
,,BEED,431122",,,,,
M K DISTRIBUTORS,Remdesivir,Rajasthan,,,"LOKHANDWALA KUAN, DAWA BAZAR17, SHREEJI MANSION,ALWAR,301001",,,,,
M/S TIRUPATI AGENCIES,Remdesivir,Maharashtra,,,"C/O SHRI SAMARTH HOSPITAL, 1ST FLOOOMERGA,,OMERGA,413606",,,,,
MAHAVIR PHARMA DISTRIBUTORS,Remdesivir,Maharashtra,,,"82, 83, PATEL NAGAR, SATANA NAKASOYGAON,MALEGAON,423203",,,,,
MAKVIS,Remdesivir,Maharashtra,,,"SHOP NO. 10, 11, 43, 44APEEJAY COMMERCIAL COMPLEX,SECTOR NO. 17,
PLOT NO. 87,VASHI,VASHI,400703",,,,,
JAIPRAKASH MEDICAL AND GENERAL,Remdesivir,Maharashtra,,,"D.J ARKED , 1st FLOOR ,NEAR AMRUT CINEMA,,NANDURBAR,425412",,,,,
SANTRAM MEDICAL AGENCY,Remdesivir,Gujarat,,,"R/02/121, SHIYAPURA, RAOPURA,VADODARA,390001",,,,,
SANJIVANI MEDICINES,Remdesivir,Gujarat,,,"G F TO FIFTH FLOORMILKAT NO 1099, PLOT NO 30 2,C S NO. 1014 2BEHIND
SANKET INDIANEAR MAHAGUJARAT HOSPITAL,NADIAD,387001",,,,,
R K ASSOCIATES,Remdesivir,Maharashtra,,,"SHOP NO. G-16 , PROP. NO. 349 TO 35YERAWAR CHOWKW.NO.40, MAA DURGA
DAWA BAZAR,,YAVATMAL,445001",,,,,
A B PHARMA,Remdesivir,Maharashtra,,,"1ST FLOOR, A WING, SHREE SAI TOWER,BORIVALI ( WEST )SODAWALA
LANE,NEAR OM SAI HOSPITAL,,MUMBAI,400092",,,,,
JANATA AGENCY,Remdesivir,Maharashtra,,,"CS 853/2, 853/3, 851/2, 852/2BHAGAWAN MAHAVEER PATH,AKLUJ,413101",,,,,
S S TRADERS,Remdesivir,Uttar Pradesh,,,"B 82 GROUND FLOOR,NAGAR NIGAM H NO 0561SIDHARIPUR SURAJ KUND
COLONYGORAKHPURPS KOTWALI,GORAKHPUR,273015",,,,,
PHARMA PLUS,Remdesivir,Telangana,,,"D.No. 1-8-229/10/4PRENDERGHAST RDPART OF FIRST
FLR,SECUNDERABAD,500003",,,,,
SEHAJ ENTERPRISES,Remdesivir,Punjab,,,"SCF 31, 1ST FLOORBIBIWALA CHOWKBHARAT NAGAR SHOPPING
COMPLEX,BATHINDA,151005",,,,,
AUSHADH DISTRIBUTORS,Remdesivir,Rajasthan,,,"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSH
NAGAR,JAIPUR,302001",,,,,
BRIDGE MEDISALES Pvt. LTD.,Remdesivir,Maharashtra,,,"1065-A LEPROSY HOSPITAL ROADUDYAM NAGAR,RATNAGIRI,415612",,,,,
NANCY ENTERPRISES,Remdesivir,Maharashtra,,,"H.NO. 458, E WARDKARVEERSAHU ROADVIJAY APARTMENT, FIRST
FLOOR,KOLHAPUR,416001",,,,,
SHREE AMBICA MEDICAL STORE,Remdesivir,Gujarat,,,"BASEMENT 12/1123-24VANKI BORDI,SHAHPOREDR. BHACCAS
STREETMEGHDOOT APARTMENT,SURAT,395003",,,,,
MEDIHAUXE INTERNATIONAL PVT LTD,Remdesivir,Tamil Nadu,,,"RPY COMPLEX ,40/32, KARPAGAMBAL NAGAR(OPP.TO
AMRUTANJAN),MYLAPORE,CHENNAI,600004",,,,,
VIRAJ PHARMA,Remdesivir,Madhya Pradesh,,,"1ST FLOOR, JDA BUILDINGOPP. JDA OFFICE CIVIC CENTER,JABALPUR,482002",,,,,
KUNAL MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"MOTIKAMAL TOWERS, SHOP NO -1-4NEAR ST. STAND,SINNER,422103",,,,,
RELIABLE TRADE CORPORATION,Remdesivir,Gujarat,,,"SHOP NO. 100,NR. RAILWAY GODINARMADA MARKET,,BHARUCH,392001",,,,,
SHRINIWAS AGENCIES,Remdesivir,Maharashtra,,,"RAILWAY STAION ROADSANMAN PRESTIGENEAR Z.P.BUILDINGSHOP NO.8 &
9,,NANDED,431601",,,,,
DIPRA AND COMPANY,Remdesivir,Maharashtra,,,"C S NO 771 / 1B, 4TH FLOORE WARDSHAHUPURI, 5TH LANESHIVSHAKTI
DISTRIBUTORS BUILDING,KOLHAPUR,416001",,,,,
RARUNA PHARMACEUTICALS,Remdesivir,Rajasthan,,,"OPP. RAJDAN MANSIONJALORI GATE,JODHPUR,342001",,,,,
NEW PATODI MARKETING,Remdesivir,Jharkhand,,,"SHRI MAHADEV COMPLEXP S KATWALI POST GPOSHARDHANAND
RD,RANCHI,834001",,,,,
RADHA KISHAN PHARMACEUTICALS,Remdesivir,Haryana,,,"440/8INDIRA COLONY, KURUKSHETRAMAYA COMPLEX, NEAR ANKUR NURSING
HOME,KURUKSHETRA,136118",,,,,
MS SUDHIR AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO. 2 , H. NO 3842 ,R. P. RDBESIDE SHRI RAM MANDIR ,,Jalna,431203",,,,,
MANGALMURTI AGENCIES,Remdesivir,Maharashtra,,,"C.S.No. 1036 B, E Ward, Deccan House 1st floorRAJARAM ROAD, OPP PARVATI
TALKIES,KOLHAPUR,416008",,,,,
SANTOSH MEDICAL STORES,Remdesivir,Maharashtra,,,"SHOP NO 1,2,4 & 5UDGIRNEW NAGARPALIKA COMPLEX NANDED
RD,UDGIR,413512",,,,,
BHARTIYA AGENCIES,Remdesivir,Maharashtra,,,"SHOP. NO. 25, 1 ST FLOORAKOLACHEMIST SHOPPING COMPLEX,,AKOLA,444001",,,,,
SAINATH AGENCIES PHARMA PVT LTD,Remdesivir,Maharashtra,,,"SHOP NO. 4,69, TARDEO ROADGIRNAR BUILDING,,MUMBAI,400034",,,,,
MILTON LIFECARE PVT LTD,Remdesivir,Maharashtra,,,"B-103, FIRST FLOOR,KALBADEVI ROAD30, JAMBHULWADI,RAMJI HOUSE
PREMISES SOCIETY LTD,MUMBAI,400002",,,,,
ROHIT MEDICO,Remdesivir,Maharashtra,,,"S NO 19 , H NO 963HADAPSARGONDHALE NAGARWHOLE GROUND
FLOOR,PUNE,411028",,,,,
BANGALORE SURGICALS,Remdesivir,Karnataka,,,"NO 19,1ST FLOOREDWARD ROAD,VASANTH NAGARBANGALORE 560052512
PRESTIGE CENTRE POINT,BANGALORE,560052",,,,,
BANGALORE SURGICALS,Remdesivir,Karnataka,,,"NO 19,1ST FLOOREDWARD ROAD,VASANTH NAGARBANGALORE 560052512
PRESTIGE CENTRE POINT,BANGALORE,560052",,,,,
SHRI ANAND AGENCY,Remdesivir,Madhya Pradesh,,,"SHOP NO. 16/2BHATT MOHALLABEHIND MOHAN BHAI
COMPLEX,SHAJAPUR,465001",,,,,
Medi Zone Pharma,Remdesivir,Karnataka,,,"No.9-55-8/1,I Flr 9th crossIII Main B0 Block,Subramanynagar,BANGALORE,560021",,,,,
NIKITA AGENCIES,Remdesivir,Maharashtra,,,"PLOT NO. 7/C, GROUND FLOOR,BALAJI KRUPA, SECTOR -4,NAVI
MUMBAI,SANPADA,400705",,,,,
SHREE JAY AMBE MEDICAL AGENCY,Remdesivir,Gujarat,,,"12/2856-A/B,SAIYEDPURA,BASEMENT BIBI NI WADI,SURAT,395003",,,,,
